sample_fp	plate	cycle	well	tile
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-140__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	140
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-141__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	141
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-142__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	142
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-143__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	143
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-144__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	144
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-145__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	145
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-146__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	146
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-147__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	147
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-148__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	148
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-149__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	149
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-150__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	150
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-151__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	151
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-152__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	152
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-153__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	153
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-154__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	154
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-155__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	155
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-156__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	156
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-157__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	157
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-158__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	158
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-159__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	159
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-160__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	160
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-161__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	161
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-162__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	162
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-163__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	163
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-164__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	164
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-165__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	165
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-166__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	166
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-167__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	167
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-168__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	168
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-169__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	169
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-170__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	170
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-171__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	171
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-172__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	172
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-173__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	173
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-174__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	174
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-175__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	175
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-176__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	176
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-177__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	177
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-178__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	178
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-179__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	179
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-180__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	180
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-181__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	181
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-182__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	182
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-183__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	183
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-184__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	184
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-185__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	185
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-186__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	186
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-187__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	187
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-188__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	188
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-189__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	189
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-190__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	190
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-191__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	191
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-192__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	192
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-193__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	193
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-194__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	194
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-195__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	195
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-196__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	196
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-197__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	197
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-198__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	198
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-199__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	199
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-200__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	200
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-201__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	201
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-202__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	202
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-203__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	203
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-204__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	204
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-205__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	205
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-206__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	206
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-207__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	207
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-208__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	208
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-209__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	209
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-210__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	210
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-211__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	211
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-212__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	212
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-213__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	213
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-214__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	214
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-215__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	215
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-216__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	216
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-217__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	217
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-218__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	218
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-219__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	219
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-220__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	220
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-221__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	221
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-222__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	222
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-223__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	223
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-224__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	224
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-225__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	225
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-226__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	226
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-227__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	227
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-228__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	228
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-229__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	229
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-230__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	230
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-231__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	231
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-232__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	232
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-233__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	233
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-234__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	234
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-235__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	235
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-236__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	236
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-237__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	237
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-238__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	238
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-239__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	239
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-240__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	240
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-241__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	241
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-242__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	242
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-243__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	243
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-244__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	244
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-245__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	245
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-246__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	246
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-247__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	247
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-248__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	248
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-249__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	249
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-250__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	250
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-251__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	251
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-252__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	252
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-253__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	253
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-254__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	254
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-255__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	255
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-256__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	256
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-257__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	257
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-258__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	258
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-259__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	259
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-260__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	260
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-261__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	261
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-262__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	262
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-263__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	263
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-264__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	264
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-265__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	265
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-266__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	266
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-267__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	267
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-268__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	268
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-269__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	269
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-270__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	270
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-271__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	271
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-272__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	272
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-273__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	273
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-274__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	274
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-275__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	275
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-276__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	276
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-277__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	277
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-278__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	278
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-279__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	279
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-280__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	280
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-281__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	281
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-282__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	282
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-283__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	283
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-284__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	284
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-285__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	285
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-286__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	286
/lab/ops_data/nebo/plate_1/input_sbs/c1/10x/P001_Wells-A3_Points-287__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	1	A3	287
